10.040,61,322
20.047,66,348
30.054,67,366
40.061,69,374
50.068,75,385
60.076,79,389
70.083,81,391
80.091,83,385
90.098,88,385
100.105,89,383
10.005,147,341
20.013,148,340
30.020,148,341
40.028,149,342
50.035,135,330
10.005,130,330
20.013,132,331
30.020,130,325
40.028,129,326
50.035,130,327
60.042,131,328
70.049,142,337
80.056,137,333
90.063,134,332
100.070,130,331
110.077,133,332
120.084,129,331
130.092,133,331
140.099,133,331
150.107,137,336
160.114,136,338
170.121,135,340
180.128,140,341
190.135,143,343
200.142,145,342
210.149,148,343
220.156,144,345
230.163,148,348
240.171,139,341
250.178,142,343
260.186,144,344
270.193,144,343
280.200,143,342
290.207,143,342
300.214,126,329
310.221,126,330
320.228,127,329
330.235,131,327
340.242,126,327
350.249,129,326
360.256,128,323
370.264,126,320
380.271,123,319
390.279,126,318
400.286,126,317
410.293,127,316
420.300,125,315
430.307,127,313
440.314,122,312
450.321,126,312
460.328,127,311
470.335,126,311
480.343,123,311
490.350,124,311
500.358,127,311
510.365,129,310
520.372,129,309
530.379,130,309
540.386,129,309
550.393,132,310
560.400,129,310
570.407,129,309
580.414,129,309
590.422,130,309
600.429,132,311
610.437,129,310
620.444,131,310
630.451,132,309
640.458,131,310
650.465,132,311
660.472,129,311
670.479,132,311
680.486,129,311
690.493,128,312
700.500,129,312
710.507,131,313
720.515,130,314
730.522,131,314
740.530,130,313
750.537,132,313
760.544,132,314
770.551,134,314
780.558,134,314
790.565,139,314
800.572,137,314
810.579,138,314
820.586,137,314
830.594,136,313
840.601,135,314
850.609,132,313
860.616,132,312
870.623,131,313
880.630,132,313
890.637,132,313
900.644,133,313
910.651,131,313
920.658,130,312
930.665,130,313
940.673,129,314
950.680,131,312
960.688,135,313
970.695,136,313
980.702,138,313
990.709,139,314
1000.716,136,314
1010.723,137,314
1020.730,135,315
1030.737,136,316
1040.744,137,317
1050.752,138,318
1060.759,140,319
1070.767,139,320
1080.774,140,321
1090.781,144,322
1100.788,144,323
1110.795,146,322
1120.802,145,323
1130.809,144,323
1140.816,140,322
1150.823,136,322
1160.830,135,322
1170.837,136,321
1180.845,136,321
1190.852,133,318
1200.860,129,316
1210.867,133,317
1220.874,137,317
1230.881,136,316
1240.888,144,318
1250.895,142,317
1260.902,144,317
1270.909,129,305
1280.916,127,307
1290.924,127,306
1300.931,126,307
1310.939,127,308
1320.946,124,308
1330.953,126,309
1340.960,126,309
1350.967,122,309
1360.974,122,309
1370.981,124,309
1380.988,124,308
1390.995,125,308
1401.003,127,308
1411.010,129,308
1421.018,129,308
1431.025,129,309
1441.032,130,309
1451.039,130,308
1461.046,128,308
1471.053,128,307
1481.060,129,307
1491.067,125,306
1501.074,128,307
1511.081,129,308
1521.088,131,308
1531.096,127,307
1541.103,124,307
1551.111,124,306
1561.118,125,306
1571.125,124,307
1581.132,128,307
1591.139,127,307
1601.146,129,307
1611.153,126,306
1621.160,126,306
1631.167,127,306
1641.175,128,307
1651.182,129,307
1661.190,131,306
1671.197,131,307
1681.204,133,307
1691.211,132,307
1701.218,134,307
1711.225,132,298
