18.84	16.40	18.35
	18.84	15.91	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.89	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	18.84	16.40	18.35
	19.33	16.89	18.84
	18.84	16.89	18.84
	18.84	16.89	19.33
	18.84	16.40	19.33
	18.84	16.89	19.82
	18.84	16.89	20.31
	18.84	16.40	20.80
	18.35	16.40	21.28
	18.84	16.89	21.77
	18.84	16.89	22.26
	18.84	16.40	22.75
	18.84	16.89	23.24
	18.35	16.89	23.73
	18.35	16.89	24.21
	18.35	16.89	24.70
	18.35	16.89	25.19
	17.87	16.89	25.68
	17.87	16.40	26.17
	18.35	16.89	26.17
	17.87	16.89	27.63
	17.87	16.89	27.14
	17.87	16.89	27.63
	17.38	16.40	28.12
	17.38	16.89	28.61
	17.38	16.89	29.10
	17.38	16.89	29.10
	17.38	16.89	29.58
	17.38	16.89	30.07
	16.89	16.89	30.07
	16.89	16.89	30.56
	16.89	16.89	31.05
	16.89	16.89	31.05
	16.89	16.89	31.54
	16.40	16.89	32.03
	16.40	16.89	32.03
	16.40	16.40	32.03
	16.40	16.89	32.51
	16.40	16.89	33.00
	15.91	16.89	33.00
	15.91	16.89	33.49
	15.91	16.89	33.49
	15.91	16.89	33.49
	15.91	16.89	33.98
	15.91	16.89	33.98
	15.42	16.89	33.98
	15.91	16.40	33.98
	15.42	16.89	34.47
	15.42	16.40	34.96
	15.42	16.89	34.47
	15.42	16.89	35.44
	14.94	16.89	35.44
	14.94	16.89	35.44
	14.94	16.89	35.44
	14.94	16.89	35.44
	14.94	16.40	35.44
	14.94	16.89	35.93
	14.94	16.89	35.93
	14.45	16.89	36.42
	14.45	16.89	36.42
	14.45	16.89	36.42
	14.45	16.89	36.42
	14.45	16.89	36.42
	14.45	16.89	36.91
	13.96	16.40	36.91
	14.45	16.89	36.91
	14.45	16.89	36.91
	14.45	16.89	37.40
	14.45	16.40	36.91
	13.96	16.89	37.40
	13.96	16.40	37.40
	13.96	16.89	37.40
	13.96	16.89	37.40
	13.96	16.89	37.89
	13.96	16.89	37.89
	13.47	16.40	37.89
	13.47	16.40	37.89
	13.47	16.89	37.89
	13.47	16.89	37.89
	13.47	16.89	37.89
	13.47	16.89	37.89
	13.47	16.89	37.89
	13.47	16.89	38.37
	13.47	16.89	37.89
	13.47	16.89	38.37
	13.47	16.89	38.37
	13.47	16.89	38.37
	12.98	16.89	38.37
	13.47	16.89	38.37
	12.98	16.40	38.37
	12.98	16.89	38.37
	12.49	16.89	38.37
	12.98	16.89	38.37
	12.98	16.40	38.37
	12.98	16.89	38.86
	12.98	16.89	38.37
	12.98	16.89	38.37
	12.98	16.89	38.37
	12.98	16.89	38.37
	12.49	16.89	38.37
	12.49	16.89	38.37
	12.49	16.40	38.37
	12.49	16.89	38.86
	12.49	16.89	38.86
	12.49	16.89	38.86
	12.49	16.89	38.86
	12.49	16.89	38.86
	12.49	16.89	38.86
	12.49	16.89	38.86
	12.01	16.89	38.86
	12.49	16.89	38.86
	12.49	16.89	38.86
	12.49	16.89	38.86
	12.49	16.89	38.86
	12.01	16.40	38.86
	12.49	16.89	38.86
	12.01	16.89	38.86
	12.01	16.40	38.86
	12.01	16.89	38.86
	12.01	16.89	38.86
	12.01	16.89	38.86
	12.01	16.89	38.86
	12.01	16.89	38.86
	12.01	16.89	38.86
	12.01	16.89	38.86
	12.01	16.89	38.86
	12.01	16.40	38.86
	12.01	16.89	38.86
	12.01	16.89	38.86
	11.52	16.89	38.86
	11.52	16.40	38.86
	12.01	16.89	38.86
	11.52	16.89	38.86
	11.52	16.89	38.86
	12.01	16.89	38.37
	11.52	16.89	38.86
	11.52	16.89	38.86
	11.52	16.89	38.86
	11.52	16.89	38.86
	11.52	16.89	38.86
	11.52	16.89	38.86
	11.52	16.89	38.86
	11.52	16.89	38.86
	11.52	16.89	38.86
	11.52	16.89	38.86
	11.52	16.40	38.86
	11.52	16.89	38.37
	11.03	16.89	38.86
	11.52	16.89	38.86
	11.03	16.89	38.86
	11.52	16.89	38.86
	11.52	16.89	38.86
	11.03	16.89	38.86
	11.03	16.40	38.37
	11.03	16.89	38.37
	11.03	16.89	38.37
	11.52	16.89	38.86
	11.03	16.89	38.86
	11.03	16.89	38.86
	11.03	16.40	38.86
	11.03	16.89	38.86
	11.03	16.89	38.86
