	11.03	16.89	38.86
	11.03	16.89	38.86
	11.03	16.89	38.86
	11.03	16.89	38.86
	11.03	16.89	38.86
	11.03	16.89	38.37
	11.03	16.89	38.37
	11.03	16.89	38.86
	11.03	16.89	38.86
	11.03	16.89	38.86
	11.03	16.89	38.86
	11.03	16.89	38.86
	11.03	16.89	38.86
	11.03	16.89	38.86
	11.03	16.89	38.86
	11.03	16.89	38.86
	11.03	15.91	38.86
	11.03	16.40	38.86
	11.03	16.89	38.86
	11.03	16.89	38.86
	11.03	16.89	38.86
	10.54	16.89	38.86
	11.03	16.89	38.86
	10.54	16.40	38.86
	10.54	16.40	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.40	38.86
	10.54	16.89	38.86
	10.54	16.89	38.37
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.37
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.05	16.89	38.86
	10.54	17.38	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.05	16.89	38.86
	10.54	16.89	38.86
	10.05	16.89	38.86
	10.54	16.89	38.86
	10.54	16.40	38.86
	10.54	16.89	38.86
	10.05	16.89	38.86
	10.05	16.89	38.86
	10.54	16.89	38.86
	10.05	16.40	38.86
	10.54	16.89	38.86
	10.54	16.89	38.86
	10.05	16.89	38.86
	10.05	16.89	38.86
	10.05	16.40	38.37
	10.05	16.89	38.37
	10.05	16.89	38.86
	10.05	16.40	38.37
	9.56	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.37
	10.05	16.40	38.37
	9.56	16.40	38.37
	10.05	16.40	38.37
	10.05	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.37
	9.56	16.40	38.37
	9.56	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.86
	10.05	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.86
	10.05	16.89	38.86
	10.05	16.40	38.86
	10.05	16.89	38.37
	10.05	16.89	38.86
	10.05	16.89	38.86
	10.05	16.89	38.37
	10.05	16.89	38.37
	10.05	16.89	38.37
	9.56	16.89	38.37
	9.56	16.89	38.37
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.40	38.37
	9.56	16.89	38.86
	9.56	16.89	38.37
	9.56	16.89	38.86
	9.56	16.89	38.37
	9.56	16.89	38.86
	9.56	16.40	38.37
	9.56	16.89	38.37
	9.56	16.89	38.37
	9.56	16.40	38.37
	9.56	16.40	38.86
	9.56	16.89	38.37
	9.56	16.40	38.37
	9.56	16.89	38.37
	9.56	16.40	38.37
	9.56	16.89	38.86
	9.56	16.40	38.37
	9.56	16.89	38.37
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.89	38.37
	9.56	16.89	38.86
	9.56	16.89	38.37
	9.56	16.40	38.86
	9.56	16.89	38.86
	9.56	16.89	38.86
	9.56	16.40	38.37
	9.56	16.40	38.86
	9.56	16.40	38.86
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.89	38.37
	9.56	16.89	38.86
	9.08	16.89	38.86
	9.56	16.89	38.86
	9.56	16.89	38.86
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.89	38.86
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.89	38.86
	10.05	16.89	38.86
	9.56	16.89	38.86
	9.56	16.89	38.37
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.89	38.86
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.40	38.86
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.89	38.86
	9.56	16.89	38.86
	9.56	16.89	38.86
	9.56	16.89	38.86
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.40	38.86
	9.56	16.89	38.86
	9.56	16.89	38.86
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.40	38.86
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.40	38.37
	9.56	16.89	38.86
	9.08	16.89	38.86
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.40	38.86
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.08	16.89	38.86
	9.56	16.40	38.86
	9.08	16.89	38.86
	9.08	16.40	38.86
	9.56	16.89	38.86
	9.08	16.40	38.86
	9.08	16.89	38.86
	9.56	16.40	38.86
	9.56	16.40	38.86
	9.08	16.40	38.86
	9.56	16.40	39.35
	9.56	16.40	38.86
	9.56	16.89	39.35
	9.56	16.40	38.86
	9.08	16.89	38.86
	9.08	16.89	38.86
	9.56	16.89	38.86
	9.56	16.40	38.86
	9.56	16.40	38.37
	9.56	16.40	38.86
	9.56	15.91	38.86
	9.08	15.91	38.37
	9.08	16.40	38.86
	9.08	16.89	38.86
	9.56	16.89	38.86
	9.56	16.40	38.37
	9.08	16.40	38.86
	9.08	16.40	38.37
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.56	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	15.91	38.86
	9.08	16.40	38.37
	9.56	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.89	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.89	38.37
	9.08	16.40	38.37
	9.08	16.89	38.86
	9.08	16.40	38.37
	9.08	16.40	38.37
	9.08	16.89	38.37
	9.08	16.40	38.86
	9.08	16.89	38.37
	9.08	16.40	38.86
	9.08	16.40	38.37
	9.08	16.89	38.86
	9.08	16.40	38.86
	8.59	15.91	38.37
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.56	16.40	38.86
	9.08	16.40	38.37
	9.08	16.40	38.86
	9.08	16.40	38.37
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.89	38.86
	9.08	16.40	39.35
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.89	38.86
	9.08	16.40	38.37
	9.08	16.40	38.86
	9.08	16.89	38.86
	9.08	16.40	38.86
	9.08	16.89	38.86
	9.08	16.89	38.86
	9.08	15.91	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.37
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.89	38.86
	9.08	15.91	38.86
	9.08	16.40	38.86
	9.08	16.40	39.35
	9.08	16.89	38.37
	9.08	15.91	38.86
	9.56	16.89	38.86
	9.08	15.91	38.86
	9.08	16.40	38.37
	9.08	16.40	38.37
	9.08	16.89	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.37
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.56	16.40	38.86
	9.08	16.89	38.86
	9.08	16.89	38.86
	8.59	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	8.59	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.89	38.86
	9.08	16.40	38.86
	9.08	16.89	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	39.35
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.89	38.86
	9.08	16.40	39.35
	9.08	15.91	38.37
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.89	38.86
	9.08	16.40	38.86
	9.56	15.91	38.86
	9.08	16.40	39.35
	9.08	16.40	38.86
	9.08	16.40	38.86
	9.08	16.40	39.35
	
